dataset\0_frog.png,0.99796367,0.027476974,0.04066592,0.025278814,0.03187329,0.0021981578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25569272,0.004191684,0.0062875263,0.054491892,0.20539252,0.5595898,0.7251614,0.199105,0.10269626,0.01047921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002095842,0.004191684,0.008383368,0.002095842,0.002095842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002095842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002095842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10000_automobile.png,0.99132794,0.009558259,0.03004024,0.021847447,0.0040963963,0.0,0.0,0.0,0.0,0.0,0.009558259,0.005461862,0.0,0.0,0.0013654655,0.0013654655,0.0013654655,0.0,0.0,0.0,0.013654655,0.008192793,0.002730931,0.0,0.0013654655,0.0,0.0,0.0,0.0,0.0,0.0395985,0.07646607,0.05461862,0.043694895,0.050522223,0.021847447,0.0,0.0,0.0,0.0,0.002730931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068273274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97988194,0.04790534,0.013065092,0.010161739,0.015968446,0.015968446,0.001451677,0.0,0.0,0.0,0.017420124,0.001451677,0.0,0.0,0.001451677,0.0,0.002903354,0.0,0.0,0.0,0.011613416,0.001451677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968446,0.0566154,0.023226831,0.001451677,0.0,0.0,0.0,0.0,0.0,0.0,0.0696805,0.005806708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046453662,0.0,0.001451677,0.0,0.001451677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10001_frog.png,0.95642114,0.061474003,0.24589601,0.13724428,0.045748096,0.005718512,0.004288884,0.001429628,0.0,0.0,0.0,0.0,0.005718512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7922647,0.020085584,0.17853853,0.32136935,0.37269917,0.28566164,0.08034234,0.03124424,0.020085584,0.004463463,0.0,0.0,0.024549047,0.08034234,0.022317316,0.0022317315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022317315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022317315,0.024549047,0.013390389,0.0066951946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10002_frog.png,0.9585427,0.0032492974,0.0016246487,0.03736692,0.08610638,0.110476114,0.15434162,0.1364705,0.12184865,0.053613406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8574932,0.031612653,0.04149161,0.09286217,0.24499807,0.35564235,0.22326437,0.12447482,0.037540026,0.009878954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019757908,0.0,0.0019757908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10003_ship.png,0.99768424,0.0022572041,0.0011286021,0.0022572041,0.02144344,0.018057633,0.04852989,0.03160086,0.02144344,0.0011286021,0.0,0.0011286021,0.0,0.0011286021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011286021,0.0011286021,0.0022572041,0.0011286021,0.0011286021,0.0011286021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565183,0.18319725,0.1987885,0.15591255,0.12862785,0.058467206,0.13252567,0.0857519,0.04287595,0.019489069,0.027284695,0.10913878,0.077956274,0.089649715,0.19489068,0.21827756,0.058467206,0.0,0.0,0.0,0.038978137,0.2572557,0.031182509,0.0038978136,0.0,0.0,0.0,0.0,0.0,0.0,0.02338688,0.101343155,0.1987885,0.4911245,0.229971,0.038978137,0.0,0.0,0.0,0.0,0.027284695,0.03508032,0.007795627,0.038978137,0.0038978136,0.0038978136,0.0,0.0,0.0,0.0,0.01169344,0.031182509,0.015591254,0.01169344,0.019489069,0.007795627,0.007795627,0.007795627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10004_ship.png,0.91780233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009826578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033410363,0.0019653155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13167614,0.2515604,0.17098245,0.13167614,0.11595362,0.09236983,0.0628901,0.047167573,0.03144505,0.007861262,0.003930631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019653155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016790109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22834547,0.068839446,0.02182714,0.04029626,0.031901207,0.028543184,0.028543184,0.033580218,0.14103691,0.13096285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10005_cat.png,0.9684605,0.05850795,0.13395241,0.12317463,0.13241273,0.08160319,0.009238097,0.0015396829,0.0,0.0,0.0076984144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01077778,0.0015396829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020015877,0.026174609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015396829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614832,0.24785133,0.30581656,0.26783934,0.15790528,0.06396163,0.011992807,0.003997602,0.0,0.0,0.01998801,0.023985613,0.02198681,0.0059964033,0.0059964033,0.001998801,0.0,0.001998801,0.0,0.0,0.011992807,0.0059964033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059964033,0.013991607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003997602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001998801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10006_deer.png,0.9971686,0.0,0.0,0.0022766406,0.03642625,0.051224414,0.03870289,0.003414961,0.0,0.0011383203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003414961,0.0045532812,0.0045532812,0.0045532812,0.006829922,0.006829922,0.0045532812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28498238,0.013478897,0.2445457,0.8087338,0.43325025,0.12516119,0.0,0.0,0.0,0.0,0.0,0.0019255567,0.0,0.0019255567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154044535,0.032734465,0.0077022268,0.0019255567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10007_frog.png,0.9290219,0.11757675,0.2682737,0.18381716,0.1258568,0.036432233,0.008280053,0.0016560105,0.0,0.0,0.0,0.0049680313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049680313,0.003312021,0.0016560105,0.0016560105,0.0,0.0,0.0,0.0,0.0,0.0049680313,0.0016560105,0.0,0.0,0.0016560105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141887,0.29723182,0.077119604,0.014459926,0.0016066585,0.0016066585,0.0,0.0,0.0016066585,0.0,0.25545868,0.065873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112466095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048199752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10008_airplane.png,0.99889004,0.017409848,0.0054405774,0.0032643466,0.0010881155,0.0,0.0,0.0,0.0,0.0,0.0065286933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130573865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016321732,0.035907812,0.008704924,0.0032643466,0.0,0.0,0.0,0.0,0.0,0.0,0.004352462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17694528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013507274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11616255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971173,0.10940892,0.006753637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013507274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
