dataset\0_frog.png,0.34193656,0.004221439,0.0021107194,0.050657265,0.18574332,0.53612274,0.7155339,0.18996476,0.10131453,0.0105535975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021107194,0.004221439,0.008442878,0.0021107194,0.0021107194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021107194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021107194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10000_automobile.png,0.99036753,0.042539276,0.011964171,0.009305467,0.014622876,0.0066467617,0.0013293524,0.0,0.0,0.0,0.010634819,0.0013293524,0.0,0.0,0.0,0.0,0.0013293524,0.0,0.0,0.0,0.0066467617,0.0013293524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10103078,0.042539276,0.018610934,0.0013293524,0.0,0.0,0.0,0.0,0.0,0.0,0.053174093,0.0053174095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03855122,0.0,0.0013293524,0.0,0.0013293524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10001_frog.png,0.8667206,0.016276443,0.10579688,0.25228488,0.31739065,0.2461812,0.069174886,0.028483776,0.018311,0.004069111,0.0,0.0,0.02238011,0.069174886,0.020345554,0.0020345554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020345554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020345554,0.02238011,0.012207333,0.0061036665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10002_frog.png,0.9154723,0.028497193,0.037402567,0.07480513,0.18701284,0.286753,0.16742101,0.090834804,0.02315397,0.008905373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017810746,0.0,0.0017810746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10003_ship.png,0.6926024,0.16009904,0.17054029,0.13573615,0.10093201,0.027843313,0.093971185,0.059167042,0.031323727,0.017402072,0.0243629,0.093971185,0.069608286,0.08004952,0.17402071,0.1949032,0.05220621,0.0,0.0,0.0,0.031323727,0.22970733,0.027843313,0.0034804142,0.0,0.0,0.0,0.0,0.0,0.0,0.020882485,0.090490766,0.17402071,0.43853217,0.20534444,0.0243629,0.0,0.0,0.0,0.0,0.0243629,0.013921657,0.0069608283,0.020882485,0.0034804142,0.0034804142,0.0,0.0,0.0,0.0,0.0069608283,0.027843313,0.010441243,0.0,0.010441243,0.0034804142,0.0,0.0069608283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10004_ship.png,0.9570967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016139911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20659086,0.056489687,0.012911929,0.037121795,0.027437849,0.027437849,0.025823858,0.027437849,0.13234727,0.12589131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10005_cat.png,0.92694443,0.19458757,0.21758428,0.1998945,0.10613868,0.05483832,0.010613868,0.003537956,0.0,0.0,0.010613868,0.019458758,0.019458758,0.005306934,0.005306934,0.001768978,0.0,0.001768978,0.0,0.0,0.00884489,0.005306934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003537956,0.012382845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001768978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001768978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10006_deer.png,0.37426528,0.013716528,0.24885702,0.7877206,0.40169835,0.12148926,0.0,0.0,0.0,0.0,0.0,0.001959504,0.0,0.001959504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015676033,0.029392561,0.007838016,0.001959504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10007_frog.png,0.9263072,0.27262554,0.05576431,0.009294052,0.0015490087,0.0015490087,0.0,0.0,0.0015490087,0.0,0.24629238,0.060411338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010843061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10008_airplane.png,0.2107956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013599716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11559758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655798,0.09927793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
