dataset\0_frog.png,0.9980377,0.017287027,0.020744434,0.03111665,0.020744434,0.036878992,0.012677154,0.006914811,0.009219748,0.002304937,0.0,0.0,0.0011524685,0.0057623424,0.004609874,0.008067279,0.0034574056,0.0,0.0011524685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10000_automobile.png,0.99070126,0.0076561146,0.021437122,0.027562013,0.018374676,0.001531223,0.009187338,0.0,0.0,0.0,0.0,0.0,0.016843453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012249784,0.004593669,0.001531223,0.0,0.0,0.003062446,0.0,0.003062446,0.001531223,0.0,0.0,0.0,0.0076561146,0.010718561,0.001531223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04746791,0.02603079,0.022968344,0.016843453,0.004593669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038280573,0.05665525,0.048999134,0.035218127,0.03215568,0.04746791,0.022968344,0.001531223,0.0,0.0,0.0,0.0,0.012249784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009187338,0.001531223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004593669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10001_frog.png,0.9647245,0.0016132516,0.10808786,0.16939142,0.087115586,0.054850556,0.016132517,0.009679509,0.0016132516,0.0,0.0,0.0,0.0,0.02903853,0.08227583,0.09840835,0.025812026,0.0032265033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10002_frog.png,0.9487916,0.0018603757,0.0037207515,0.0,0.04836977,0.094879165,0.11162254,0.15069044,0.13208668,0.13394706,0.117203675,0.042788643,0.0,0.0,0.0,0.0055811275,0.018603757,0.018603757,0.014883006,0.02232451,0.027905636,0.0093018785,0.0018603757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10003_ship.png,0.9976538,0.002403985,0.002403985,0.0012019925,0.002403985,0.008413947,0.008413947,0.008413947,0.0072119553,0.0,0.0,0.0,0.0,0.0,0.0012019925,0.002403985,0.0060099624,0.0144239105,0.013221918,0.03365579,0.032453798,0.03966575,0.010817933,0.0,0.0,0.0012019925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012019925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012019925,0.0,0.0,0.0,0.002403985,0.0012019925,0.0,0.0,0.0,0.0,0.0,0.0012019925,0.00480797,0.0,0.00480797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012019925,0.002403985,0.002403985,0.0012019925,0.0012019925,0.002403985,0.002403985,0.0,0.0,0.0,0.0012019925,0.0,0.0,0.0,0.002403985,0.002403985,0.0012019925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10004_ship.png,0.943359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010843207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008674566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019517772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10409479,0.12794985,0.065059245,0.026023697,0.026023697,0.021686414,0.0065059243,0.0065059243,0.0021686414,0.0,0.0,0.0,0.04554147,0.09975751,0.14313033,0.09542023,0.10192615,0.09542023,0.07807109,0.062890604,0.054216035,0.032529622,0.03036098,0.0065059243,0.0021686414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004337283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10005_cat.png,0.94699645,0.048702676,0.10642436,0.17677267,0.14250042,0.16414605,0.086582534,0.021645634,0.0018038028,0.0,0.0,0.0,0.016234225,0.019841831,0.027057042,0.007215211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054114084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007215211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019841831,0.03246845,0.0036076056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036076056,0.0054114084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018038028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018038028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10006_deer.png,0.9958332,0.0,0.0,0.001195478,0.033473384,0.051405556,0.051405556,0.04064625,0.008368346,0.001195478,0.0,0.001195478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001195478,0.0,0.001195478,0.0,0.0,0.001195478,0.001195478,0.0,0.0,0.0,0.0,0.0059773903,0.003586434,0.004781912,0.001195478,0.007172868,0.0059773903,0.002390956,0.003586434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10007_frog.png,0.9513979,0.032557342,0.07777587,0.07234965,0.04702727,0.027131118,0.018087413,0.007234965,0.0,0.0018087412,0.0,0.0,0.0036174825,0.034366082,0.16640419,0.18268287,0.10309825,0.07596713,0.019896153,0.0036174825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005426224,0.0036174825,0.0036174825,0.0036174825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036174825,0.0018087412,0.0,0.0,0.0,0.0036174825,0.0,0.0,0.0,0.0,0.0,0.0,0.0018087412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset\10008_airplane.png,0.9987017,0.011387705,0.0034163115,0.0,0.0011387705,0.0011387705,0.0,0.0,0.0,0.0,0.0,0.0,0.017081557,0.010248935,0.0034163115,0.0034163115,0.0011387705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011387705,0.0011387705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009110164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014804017,0.009110164,0.0056938524,0.0011387705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010248935,0.033024345,0.019359099,0.004555082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034163115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002277541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
